,rsp,pm,am,al,lm
cell_2219,0.0,0.0,0.0,0.66060831,1.0
cell_2221,0.0,0.0,0.0,0.53827344,1.0
cell_2224,0.0,0.0,0.0,1.0,0.53854792
cell_2227,0.0,0.0,0.0,1.0,0.75687816
cell_2230,0.0,0.0,0.0,0.60462455,1.0
cell_2239,0.0,0.0,0.0,0.92485163,1.0
cell_2256,0.0,0.0,0.0,1.0,0.80570901
cell_2289,0.0,0.0,0.0,0.44040554,1.0
cell_2334,0.0,0.0,0.0,1.0,0.23288559
cell_2351,0.0,0.0,0.0,0.44040554,1.0
cell_2374,0.0,0.0,0.0,1.0,0.17808898
cell_2375,0.0,0.0,0.0,1.0,0.32437635
cell_2398,0.0,0.0,0.0,1.0,0.11353172
cell_2434,0.0,0.0,0.0,0.11796577,1.0
cell_2437,0.0,0.0,0.0,0.29360369,1.0
cell_2460,0.0,0.0,0.0,0.18874523,1.0
cell_2488,0.0,0.0,0.0,0.24772812,1.0
cell_2502,0.0,0.0,0.0,0.53985195,1.0
cell_2504,0.0,0.0,0.0,1.0,0.50458544
cell_2549,0.0,0.0,0.0,1.0,0.50458544
cell_2553,0.0,0.0,0.0,1.0,0.04936162
cell_2557,0.0,0.0,0.0,1.0,0.58868301
cell_2583,0.0,0.0,0.0,1.0,0.60952135
cell_2622,0.0,0.0,0.0,0.44040554,1.0
cell_2638,0.0,0.0,0.0,0.94654325,1.0
cell_2643,0.0,0.0,0.0,1.0,0.55310327
cell_2654,0.0,0.0,0.0,1.0,0.3153659
cell_2679,0.0,0.0,0.0,1.0,0.75687816
cell_2687,0.0,0.0,0.0,1.0,0.20183418
cell_2727,0.0,0.0,0.0,1.0,0.37843908
cell_2732,0.0,0.0,0.0,1.0,0.45412689
cell_2734,0.0,0.0,0.0,1.0,0.30275126
cell_2744,0.0,0.0,0.0,1.0,0.93708724
cell_2747,0.0,0.0,0.0,1.0,0.28382931
cell_2772,0.0,0.0,0.0,0.26424332,1.0
cell_2775,0.0,0.0,0.0,1.0,0.89449237
cell_2796,0.0,0.0,0.0,1.0,0.8073367
cell_2802,0.0,0.0,0.0,0.94372616,1.0
cell_2807,0.0,0.0,0.0,1.0,0.60550253
cell_2809,0.0,0.0,0.0,1.0,0.48164974
cell_2812,0.0,0.0,0.0,1.0,0.28939459
cell_2844,0.0,0.0,0.0,0.61656775,1.0
cell_2859,0.0,0.0,0.0,0.75498092,1.0
cell_2864,0.0,0.0,0.0,1.0,0.18921954
cell_2875,0.0,0.0,0.0,1.0,0.20642132
cell_2918,0.0,0.0,0.0,1.0,0.10812545
cell_2936,0.0,0.0,0.0,0.49545623,1.0
cell_2951,0.0,0.0,0.0,0.75498092,1.0
cell_2991,0.0,0.0,0.0,0.33030415,1.0
cell_3011,0.0,0.0,0.0,1.0,0.18921954
cell_3018,0.0,0.0,0.0,1.0,0.75687816
cell_3033,0.0,0.0,0.0,1.0,0.30275126
cell_3035,0.0,0.0,0.0,0.44040554,1.0
cell_3036,0.0,0.0,0.0,0.14155892,1.0
cell_3054,0.0,0.0,0.0,1.0,0.71704247
cell_3055,0.0,0.0,0.0,1.0,0.41284263
cell_3056,0.0,0.0,0.0,1.0,0.2162509
cell_3065,0.0,0.0,0.0,1.0,0.18921954
cell_3068,0.0,0.0,0.0,1.0,0.06242294
cell_3080,0.0,0.0,0.0,0.99091246,1.0
cell_3090,0.0,0.0,0.0,1.0,0.75687816
cell_3136,0.0,0.0,0.0,1.0,0.40754978
cell_3143,0.0,0.0,0.0,1.0,0.45412689
cell_3180,0.0,0.0,0.0,1.0,0.17201776
cell_3198,0.0,0.0,0.0,0.88081108,1.0
cell_3203,0.0,0.0,0.0,0.55630173,1.0
cell_3216,0.0,0.0,0.0,1.0,0.05311426
cell_3226,0.0,0.0,0.0,0.99091246,1.0
cell_3248,0.0,0.0,0.0,1.0,0.32437635
cell_3251,0.0,0.0,0.0,1.0,0.3690949
cell_3254,0.0,0.0,0.0,1.0,0.84097573
cell_3259,0.0,0.0,0.0,1.0,0.50458544
cell_3263,0.0,0.0,0.0,1.0,0.52981471
cell_3266,0.0,0.0,0.0,1.0,0.47304885
cell_3282,0.0,0.0,0.0,1.0,0.05160533
cell_3285,0.0,0.0,0.0,1.0,0.75687816
cell_3286,0.0,0.0,0.0,1.0,0.14191465
cell_3298,0.0,0.0,0.0,1.0,0.84097573
cell_3317,0.0,0.0,0.0,0.66060831,1.0
cell_3325,0.0,0.0,0.0,0.44040554,1.0
cell_3333,0.0,0.0,0.0,1.0,0.25229272
cell_3354,0.0,0.0,0.0,0.42467677,1.0
cell_3356,0.0,0.0,0.0,1.0,0.25229272
cell_3362,0.0,0.0,0.0,1.0,0.09872324
cell_3375,0.0,0.0,0.0,0.66060831,1.0
cell_3399,0.0,0.0,0.0,1.0,0.00883515
cell_3400,0.0,0.0,0.0,1.0,0.6307318
cell_3402,0.0,0.0,0.0,0.37265084,1.0
cell_3407,0.0,0.0,0.0,1.0,0.31868554
cell_3430,0.0,0.0,0.0,1.0,0.37843908
cell_3434,0.0,0.0,0.0,1.0,0.64875271
cell_3442,0.0,0.0,0.0,0.44040554,1.0
cell_3471,0.0,0.0,0.0,1.0,0.50458544
cell_3490,0.0,0.0,0.0,1.0,0.11353172
cell_3511,0.0,0.0,0.0,0.69206585,1.0
cell_3522,0.0,0.0,0.0,1.0,0.27884985
cell_3531,0.0,0.0,0.0,1.0,0.88302452
cell_3541,0.0,0.0,0.0,1.0,0.7379562
cell_3558,0.0,0.0,0.0,1.0,0.12110051
cell_3560,0.0,0.0,0.0,1.0,0.90104543
cell_3569,0.0,0.0,0.0,1.0,0.58868301
cell_3592,0.0,0.0,0.0,0.10569733,1.0
cell_3618,0.0,0.0,0.0,1.0,0.66226839
cell_3632,0.0,0.0,0.0,0.26424332,1.0
cell_3634,0.0,0.0,0.0,1.0,0.07653824
cell_3652,0.0,0.0,0.0,0.30489614,1.0
cell_3664,0.0,0.0,0.0,1.0,0.30275126
cell_3681,0.0,0.0,0.0,1.0,0.23288559
cell_3683,0.0,0.0,0.0,1.0,0.2162509
cell_3717,0.0,0.0,0.0,1.0,0.31165571
cell_3723,0.0,0.0,0.0,1.0,0.56765862
cell_3726,0.0,0.0,0.0,1.0,0.42048787
cell_3742,0.0,0.0,0.0,1.0,0.39835693
cell_3743,0.0,0.0,0.0,0.66060831,1.0
cell_3746,0.0,0.0,0.0,1.0,0.56765862
cell_3749,0.0,0.0,0.0,0.22020277,1.0
cell_3751,0.0,0.0,0.0,0.27368058,1.0
cell_3771,0.0,0.0,0.0,1.0,0.36330152
cell_3782,0.0,0.0,0.0,1.0,0.29816412
cell_3786,0.0,0.0,0.0,0.25918603,1.0
cell_3793,0.0,0.0,0.0,1.0,0.85148793
cell_3807,0.0,0.0,0.0,1.0,0.6307318
cell_3812,0.0,0.0,0.0,1.0,0.08600888
