,rsp,pm,am,al,lm
cell_1107,0.0,0.0,0.0,0.99091246,1.0
cell_1129,0.0,0.0,0.0,1.0,0.32437635
cell_1132,0.0,0.0,0.0,1.0,0.3690949
cell_1135,0.0,0.0,0.0,1.0,0.84097573
cell_1140,0.0,0.0,0.0,1.0,0.50458544
cell_1144,0.0,0.0,0.0,1.0,0.52981471
cell_1147,0.0,0.0,0.0,1.0,0.47304885
cell_1163,0.0,0.0,0.0,1.0,0.05160533
cell_1166,0.0,0.0,0.0,1.0,0.75687816
cell_1167,0.0,0.0,0.0,1.0,0.14191465
cell_1179,0.0,0.0,0.0,1.0,0.84097573
cell_1198,0.0,0.0,0.0,0.66060831,1.0
cell_1206,0.0,0.0,0.0,0.44040554,1.0
cell_1214,0.0,0.0,0.0,1.0,0.25229272
cell_1235,0.0,0.0,0.0,0.42467677,1.0
cell_1237,0.0,0.0,0.0,1.0,0.25229272
cell_1243,0.0,0.0,0.0,1.0,0.09872324
cell_1256,0.0,0.0,0.0,0.66060831,1.0
cell_1280,0.0,0.0,0.0,1.0,0.00883515
cell_1281,0.0,0.0,0.0,1.0,0.6307318
cell_1283,0.0,0.0,0.0,0.37265084,1.0
cell_1288,0.0,0.0,0.0,1.0,0.31868554
cell_1311,0.0,0.0,0.0,1.0,0.37843908
cell_1315,0.0,0.0,0.0,1.0,0.64875271
cell_1323,0.0,0.0,0.0,0.44040554,1.0
cell_1352,0.0,0.0,0.0,1.0,0.50458544
cell_1371,0.0,0.0,0.0,1.0,0.11353172
cell_1392,0.0,0.0,0.0,0.69206585,1.0
cell_1403,0.0,0.0,0.0,1.0,0.27884985
cell_1412,0.0,0.0,0.0,1.0,0.88302452
cell_1422,0.0,0.0,0.0,1.0,0.7379562
cell_1439,0.0,0.0,0.0,1.0,0.12110051
cell_1441,0.0,0.0,0.0,1.0,0.90104543
cell_1450,0.0,0.0,0.0,1.0,0.58868301
cell_1473,0.0,0.0,0.0,0.10569733,1.0
cell_1499,0.0,0.0,0.0,1.0,0.66226839
cell_1513,0.0,0.0,0.0,0.26424332,1.0
cell_1515,0.0,0.0,0.0,1.0,0.07653824
cell_1533,0.0,0.0,0.0,0.30489614,1.0
cell_1545,0.0,0.0,0.0,1.0,0.30275126
cell_1562,0.0,0.0,0.0,1.0,0.23288559
cell_1564,0.0,0.0,0.0,1.0,0.2162509
cell_1598,0.0,0.0,0.0,1.0,0.31165571
cell_1604,0.0,0.0,0.0,1.0,0.56765862
cell_1607,0.0,0.0,0.0,1.0,0.42048787
cell_1623,0.0,0.0,0.0,1.0,0.39835693
cell_1624,0.0,0.0,0.0,0.66060831,1.0
cell_1627,0.0,0.0,0.0,1.0,0.56765862
cell_1630,0.0,0.0,0.0,0.22020277,1.0
cell_1632,0.0,0.0,0.0,0.27368058,1.0
cell_1652,0.0,0.0,0.0,1.0,0.36330152
cell_1663,0.0,0.0,0.0,1.0,0.29816412
cell_1667,0.0,0.0,0.0,0.25918603,1.0
cell_1674,0.0,0.0,0.0,1.0,0.85148793
cell_1688,0.0,0.0,0.0,1.0,0.6307318
cell_1693,0.0,0.0,0.0,1.0,0.08600888
