,rsp,pm,am,al,lm
cell_772,0.0,0.0,0.0,1.0,0.40873533
cell_776,0.0,0.0,0.0,0.79622132,1.0
cell_778,0.0,0.0,0.0,0.63255361,1.0
cell_786,0.0,0.0,0.0,0.1056212,1.0
cell_790,0.0,0.0,0.0,1.0,0.46204864
cell_803,0.0,0.0,0.0,0.12512049,1.0
cell_806,0.0,0.0,0.0,0.36728919,1.0
cell_810,0.0,0.0,0.0,0.57843137,1.0
cell_835,0.0,0.0,0.0,1.0,0.30363196
cell_839,0.0,0.0,0.0,1.0,0.57966102
cell_847,0.0,0.0,0.0,1.0,0.43913713
cell_850,0.0,0.0,0.0,1.0,0.57966102
cell_889,0.0,0.0,0.0,1.0,0.55205811
cell_898,0.0,0.0,0.0,0.80506823,1.0
cell_906,0.0,0.0,0.0,1.0,0.9661017
cell_915,0.0,0.0,0.0,0.11011571,1.0
cell_916,0.0,0.0,0.0,0.15055821,1.0
cell_921,0.0,0.0,0.0,1.0,0.77288136
cell_923,0.0,0.0,0.0,0.2179132,1.0
cell_926,0.0,0.0,0.0,0.34502924,1.0
cell_946,0.0,0.0,0.0,1.0,0.26348228
cell_951,0.0,0.0,0.0,1.0,0.49543677
